id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
314,illumise,314,0.6,17.7,140,bug,NA,47,55,65,73,75,85,oblivious,tinted-lens,prankster,#A8B820,NA,NA,bug,humanshape,314.png,3,NA,157,12,humanoid
315,roselia,315,0.3,2,140,grass,poison,60,45,50,100,80,65,natural-cure,poison-point,leaf-guard,#78C850,#A040A0,#81A763,fairy,plant,315.png,3,406,158,12,humanoid
316,gulpin,316,0.4,10.3,60,poison,NA,43,53,70,43,53,40,liquid-ooze,sticky-hold,gluttony,#A040A0,NA,NA,indeterminate,NA,316.png,3,NA,159,4,arms
317,swalot,317,1.7,80,163,poison,NA,73,83,100,73,83,55,liquid-ooze,sticky-hold,gluttony,#A040A0,NA,NA,indeterminate,NA,317.png,3,316,159,4,arms
318,carvanha,318,0.8,20.8,61,water,dark,90,20,45,65,20,65,rough-skin,NA,speed-boost,#6890F0,#705848,#6982C7,water2,NA,318.png,3,NA,160,3,fish
319,sharpedo,319,1.8,88.8,161,water,dark,120,40,70,95,40,95,rough-skin,NA,speed-boost,#6890F0,#705848,#6982C7,water2,NA,319.png,3,318,160,3,fish
320,wailmer,320,2,130,80,water,NA,70,35,130,70,35,60,water-veil,oblivious,pressure,#6890F0,NA,NA,ground,water2,320.png,3,NA,161,3,fish
321,wailord,321,14.5,398,175,water,NA,90,45,170,90,45,60,water-veil,oblivious,pressure,#6890F0,NA,NA,ground,water2,321.png,3,320,161,3,fish
322,numel,322,0.7,24,61,fire,ground,60,40,60,65,45,35,oblivious,simple,own-tempo,#F08030,#E0C068,#EC8F3D,ground,NA,322.png,3,NA,162,8,quadruped
323,camerupt,323,1.9,220,161,fire,ground,100,70,70,105,75,40,magma-armor,solid-rock,anger-point,#F08030,#E0C068,#EC8F3D,ground,NA,323.png,3,322,162,8,quadruped
324,torkoal,324,0.5,80.4,165,fire,NA,85,140,70,85,70,20,white-smoke,NA,shell-armor,#F08030,NA,NA,ground,NA,324.png,3,NA,163,8,quadruped
325,spoink,325,0.7,30.6,66,psychic,NA,25,35,60,70,80,60,thick-fat,own-tempo,gluttony,#F85888,NA,NA,ground,NA,325.png,3,NA,164,4,arms
326,grumpig,326,0.9,71.5,165,psychic,NA,45,65,80,90,110,80,thick-fat,own-tempo,gluttony,#F85888,NA,NA,ground,NA,326.png,3,325,164,6,upright
327,spinda,327,1.1,5,126,normal,NA,60,60,60,60,60,60,own-tempo,tangled-feet,contrary,#A8A878,NA,NA,ground,humanshape,327.png,3,NA,165,6,upright
328,trapinch,328,0.7,15,58,ground,NA,100,45,45,45,45,10,hyper-cutter,arena-trap,sheer-force,#E0C068,NA,NA,bug,NA,328.png,3,NA,166,14,armor
329,vibrava,329,1.1,15.3,119,ground,dragon,70,50,50,50,50,70,levitate,NA,NA,#E0C068,#7038F8,#C49F8A,bug,NA,329.png,3,328,166,13,bug-wings
330,flygon,330,2,82,234,ground,dragon,100,80,80,80,80,100,levitate,NA,NA,#E0C068,#7038F8,#C49F8A,bug,NA,330.png,3,329,166,9,wings
331,cacnea,331,0.4,51.3,67,grass,NA,85,40,50,85,40,35,sand-veil,NA,water-absorb,#78C850,NA,NA,plant,humanshape,331.png,3,NA,167,12,humanoid
332,cacturne,332,1.3,77.4,166,grass,dark,115,60,70,115,60,55,sand-veil,NA,water-absorb,#78C850,#705848,#76AC4E,plant,humanshape,332.png,3,331,167,12,humanoid
333,swablu,333,0.4,1.2,62,normal,flying,40,60,45,40,75,50,natural-cure,NA,cloud-nine,#A8A878,#A890F0,#A8A295,flying,dragon,333.png,3,NA,168,9,wings
334,altaria,334,1.1,20.6,172,dragon,flying,70,90,75,70,105,80,natural-cure,NA,cloud-nine,#7038F8,#A890F0,#7D4DF6,flying,dragon,334.png,3,333,168,9,wings
335,zangoose,335,1.3,40.3,160,normal,NA,115,60,73,60,60,90,immunity,NA,toxic-boost,#A8A878,NA,NA,ground,NA,335.png,3,NA,169,6,upright
336,seviper,336,2.7,52.5,160,poison,NA,100,60,73,100,60,65,shed-skin,NA,infiltrator,#A040A0,NA,NA,ground,dragon,336.png,3,NA,170,2,squiggle
337,lunatone,337,1,168,154,rock,psychic,55,65,70,95,85,70,levitate,NA,NA,#B8A038,#F85888,#C78E4B,mineral,NA,337.png,3,NA,171,1,ball
338,solrock,338,1.2,154,154,rock,psychic,95,85,70,55,65,70,levitate,NA,NA,#B8A038,#F85888,#C78E4B,mineral,NA,338.png,3,NA,172,1,ball
339,barboach,339,0.4,1.9,58,water,ground,48,43,50,46,41,60,oblivious,anticipation,hydration,#6890F0,#E0C068,#859BCF,water2,NA,339.png,3,NA,173,3,fish
340,whiscash,340,0.9,23.6,164,water,ground,78,73,110,76,71,60,oblivious,anticipation,hydration,#6890F0,#E0C068,#859BCF,water2,NA,340.png,3,339,173,3,fish
341,corphish,341,0.6,11.5,62,water,NA,80,65,43,50,35,35,hyper-cutter,shell-armor,adaptability,#6890F0,NA,NA,water1,water3,341.png,3,NA,174,14,armor
342,crawdaunt,342,1.1,32.8,164,water,dark,120,85,63,90,55,55,hyper-cutter,shell-armor,adaptability,#6890F0,#705848,#6982C7,water1,water3,342.png,3,341,174,14,armor
343,baltoy,343,0.5,21.5,60,ground,psychic,40,55,40,40,70,55,levitate,NA,NA,#E0C068,#F85888,#E5A66F,mineral,NA,343.png,3,NA,175,4,arms
344,claydol,344,1.5,108,175,ground,psychic,70,105,60,70,120,75,levitate,NA,NA,#E0C068,#F85888,#E5A66F,mineral,NA,344.png,3,343,175,4,arms
345,lileep,345,1,23.8,71,rock,grass,41,77,66,61,87,23,suction-cups,NA,storm-drain,#B8A038,#78C850,#A8A93D,water3,NA,345.png,3,NA,176,5,blob
346,cradily,346,1.5,60.4,173,rock,grass,81,97,86,81,107,43,suction-cups,NA,storm-drain,#B8A038,#78C850,#A8A93D,water3,NA,346.png,3,345,176,5,blob
347,anorith,347,0.7,12.5,71,rock,bug,95,50,45,40,50,75,battle-armor,NA,swift-swim,#B8A038,#A8B820,#B4A532,water3,NA,347.png,3,NA,177,14,armor
348,armaldo,348,1.5,68.2,173,rock,bug,125,100,75,70,80,45,battle-armor,NA,swift-swim,#B8A038,#A8B820,#B4A532,water3,NA,348.png,3,347,177,6,upright
349,feebas,349,0.6,7.4,40,water,NA,15,20,20,10,55,80,swift-swim,oblivious,adaptability,#6890F0,NA,NA,water1,dragon,349.png,3,NA,178,3,fish
350,milotic,350,6.2,162,189,water,NA,60,79,95,100,125,81,marvel-scale,competitive,cute-charm,#6890F0,NA,NA,water1,dragon,350.png,3,349,178,2,squiggle
351,castform,351,0.3,0.8,147,normal,NA,70,70,70,70,70,70,forecast,NA,NA,#A8A878,NA,NA,fairy,indeterminate,351.png,3,NA,179,1,ball
352,kecleon,352,1,22,154,normal,NA,90,70,60,60,120,40,color-change,NA,protean,#A8A878,NA,NA,ground,NA,352.png,3,NA,180,6,upright
353,shuppet,353,0.6,2.3,59,ghost,NA,75,35,44,63,33,45,insomnia,frisk,cursed-body,#705898,NA,NA,indeterminate,NA,353.png,3,NA,181,1,ball
354,banette,354,1.1,12.5,159,ghost,NA,115,65,64,83,63,65,insomnia,frisk,cursed-body,#705898,NA,NA,indeterminate,NA,354.png,3,353,181,6,upright
355,duskull,355,0.8,15,59,ghost,NA,40,90,20,30,90,25,levitate,NA,frisk,#705898,NA,NA,indeterminate,NA,355.png,3,NA,182,4,arms
356,dusclops,356,1.6,30.6,159,ghost,NA,70,130,40,60,130,25,pressure,NA,frisk,#705898,NA,NA,indeterminate,NA,356.png,3,355,182,12,humanoid
357,tropius,357,2,100,161,grass,flying,68,83,99,72,87,51,chlorophyll,solar-power,harvest,#78C850,#A890F0,#83BA76,monster,plant,357.png,3,NA,183,8,quadruped
358,chimecho,358,0.6,1,149,psychic,NA,50,70,65,95,80,65,levitate,NA,NA,#F85888,NA,NA,indeterminate,NA,358.png,3,433,184,4,arms
359,absol,359,1.2,47,163,dark,NA,130,60,65,75,60,75,pressure,super-luck,justified,#705848,NA,NA,ground,NA,359.png,3,NA,185,8,quadruped
360,wynaut,360,0.6,14,52,psychic,NA,23,48,95,23,48,23,shadow-tag,NA,telepathy,#F85888,NA,NA,no-eggs,NA,360.png,3,NA,100,6,upright
361,snorunt,361,0.7,16.8,60,ice,NA,50,50,50,50,50,50,inner-focus,ice-body,moody,#98D8D8,NA,NA,fairy,mineral,361.png,3,NA,186,12,humanoid
362,glalie,362,1.5,256.5,168,ice,NA,80,80,80,80,80,80,inner-focus,ice-body,moody,#98D8D8,NA,NA,fairy,mineral,362.png,3,361,186,1,ball
363,spheal,363,0.8,39.5,58,ice,water,40,50,70,55,50,25,thick-fat,ice-body,oblivious,#98D8D8,#6890F0,#8CC6DD,water1,ground,363.png,3,NA,187,3,fish
364,sealeo,364,1.1,87.6,144,ice,water,60,70,90,75,70,45,thick-fat,ice-body,oblivious,#98D8D8,#6890F0,#8CC6DD,water1,ground,364.png,3,363,187,3,fish
365,walrein,365,1.4,150.6,239,ice,water,80,90,110,95,90,65,thick-fat,ice-body,oblivious,#98D8D8,#6890F0,#8CC6DD,water1,ground,365.png,3,364,187,8,quadruped
366,clamperl,366,0.4,52.5,69,water,NA,64,85,35,74,55,32,shell-armor,NA,rattled,#6890F0,NA,NA,water1,NA,366.png,3,NA,188,1,ball
367,huntail,367,1.7,27,170,water,NA,104,105,55,94,75,52,swift-swim,NA,water-veil,#6890F0,NA,NA,water1,NA,367.png,3,366,188,2,squiggle
368,gorebyss,368,1.8,22.6,170,water,NA,84,105,55,114,75,52,swift-swim,NA,hydration,#6890F0,NA,NA,water1,NA,368.png,3,366,188,2,squiggle
369,relicanth,369,1,23.4,170,water,rock,90,130,100,45,65,55,swift-swim,rock-head,sturdy,#6890F0,#B8A038,#7B93C3,water1,water2,369.png,3,NA,189,3,fish
370,luvdisc,370,0.6,8.7,116,water,NA,30,55,43,40,65,97,swift-swim,NA,hydration,#6890F0,NA,NA,water2,NA,370.png,3,NA,190,3,fish
371,bagon,371,0.6,42.1,60,dragon,NA,75,60,45,40,30,50,rock-head,NA,sheer-force,#7038F8,NA,NA,dragon,NA,371.png,3,NA,191,12,humanoid
372,shelgon,372,1.1,110.5,147,dragon,NA,95,100,65,60,50,50,rock-head,NA,overcoat,#7038F8,NA,NA,dragon,NA,372.png,3,371,191,8,quadruped
373,salamence,373,1.5,102.6,270,dragon,flying,135,80,95,110,80,100,intimidate,NA,moxie,#7038F8,#A890F0,#7D4DF6,dragon,NA,373.png,3,372,191,8,quadruped
374,beldum,374,0.6,95.2,60,steel,psychic,55,80,40,35,60,30,clear-body,NA,light-metal,#B8B8D0,#F85888,#C7A0BE,mineral,NA,374.png,3,NA,192,5,blob
375,metang,375,1.2,202.5,147,steel,psychic,75,100,60,55,80,50,clear-body,NA,light-metal,#B8B8D0,#F85888,#C7A0BE,mineral,NA,375.png,3,374,192,4,arms
376,metagross,376,1.6,550,270,steel,psychic,135,130,80,95,90,70,clear-body,NA,light-metal,#B8B8D0,#F85888,#C7A0BE,mineral,NA,376.png,3,375,192,11,heads
377,regirock,377,1.7,230,261,rock,NA,100,200,80,50,100,50,clear-body,NA,sturdy,#B8A038,NA,NA,no-eggs,NA,377.png,3,NA,193,12,humanoid
378,regice,378,1.8,175,261,ice,NA,50,100,80,100,200,50,clear-body,NA,ice-body,#98D8D8,NA,NA,no-eggs,NA,378.png,3,NA,194,12,humanoid
379,registeel,379,1.9,205,261,steel,NA,75,150,80,75,150,50,clear-body,NA,light-metal,#B8B8D0,NA,NA,no-eggs,NA,379.png,3,NA,195,12,humanoid
380,latias,380,1.4,40,270,dragon,psychic,80,90,80,110,130,110,levitate,NA,NA,#7038F8,#F85888,#903FDC,no-eggs,NA,380.png,3,NA,196,9,wings
381,latios,381,2,60,270,dragon,psychic,90,80,80,130,110,110,levitate,NA,NA,#7038F8,#F85888,#903FDC,no-eggs,NA,381.png,3,NA,197,9,wings
382,kyogre,382,4.5,352,302,water,NA,100,90,100,150,140,90,drizzle,NA,NA,#6890F0,NA,NA,no-eggs,NA,382.png,3,NA,198,3,fish
383,groudon,383,3.5,950,302,ground,NA,150,140,100,100,90,90,drought,NA,NA,#E0C068,NA,NA,no-eggs,NA,383.png,3,NA,199,6,upright
384,rayquaza,384,7,206.5,306,dragon,flying,150,90,105,150,90,95,air-lock,NA,NA,#7038F8,#A890F0,#7D4DF6,no-eggs,NA,384.png,3,NA,200,2,squiggle
385,jirachi,385,0.3,1.1,270,steel,psychic,100,100,100,100,100,100,serene-grace,NA,NA,#B8B8D0,#F85888,#C7A0BE,no-eggs,NA,385.png,3,NA,201,12,humanoid
386,deoxys-normal,386,1.7,60.8,270,psychic,NA,150,50,50,150,50,150,pressure,NA,NA,#F85888,NA,NA,no-eggs,NA,386.png,3,NA,202,12,humanoid
387,turtwig,387,0.4,10.2,64,grass,NA,68,64,55,45,55,31,overgrow,NA,shell-armor,#78C850,NA,NA,monster,plant,387.png,4,NA,203,8,quadruped
388,grotle,388,1.1,97,142,grass,NA,89,85,75,55,65,36,overgrow,NA,shell-armor,#78C850,NA,NA,monster,plant,388.png,4,387,203,8,quadruped
389,torterra,389,2.2,310,236,grass,ground,109,105,95,75,85,56,overgrow,NA,shell-armor,#78C850,#E0C068,#91C655,monster,plant,389.png,4,388,203,8,quadruped
390,chimchar,390,0.5,6.2,62,fire,NA,58,44,44,58,44,61,blaze,NA,iron-fist,#F08030,NA,NA,ground,humanshape,390.png,4,NA,204,6,upright
391,monferno,391,0.9,22,142,fire,fighting,78,52,64,78,52,81,blaze,NA,iron-fist,#F08030,#C03028,#E46C2E,ground,humanshape,391.png,4,390,204,6,upright
392,infernape,392,1.2,55,240,fire,fighting,104,71,76,104,71,108,blaze,NA,iron-fist,#F08030,#C03028,#E46C2E,ground,humanshape,392.png,4,391,204,6,upright
393,piplup,393,0.4,5.2,63,water,NA,51,53,53,61,56,40,torrent,NA,defiant,#6890F0,NA,NA,water1,ground,393.png,4,NA,205,12,humanoid
394,prinplup,394,0.8,23,142,water,NA,66,68,64,81,76,50,torrent,NA,defiant,#6890F0,NA,NA,water1,ground,394.png,4,393,205,6,upright
395,empoleon,395,1.7,84.5,239,water,steel,86,88,84,111,101,60,torrent,NA,defiant,#6890F0,#B8B8D0,#7B99E8,water1,ground,395.png,4,394,205,6,upright
396,starly,396,0.3,2,49,normal,flying,55,30,40,30,30,60,keen-eye,NA,reckless,#A8A878,#A890F0,#A8A295,flying,NA,396.png,4,NA,206,9,wings
397,staravia,397,0.6,15.5,119,normal,flying,75,50,55,40,40,80,intimidate,NA,reckless,#A8A878,#A890F0,#A8A295,flying,NA,397.png,4,396,206,9,wings
398,staraptor,398,1.2,24.9,218,normal,flying,120,70,85,50,60,100,intimidate,NA,reckless,#A8A878,#A890F0,#A8A295,flying,NA,398.png,4,397,206,9,wings
399,bidoof,399,0.5,20,50,normal,NA,45,40,59,35,40,31,simple,unaware,moody,#A8A878,NA,NA,water1,ground,399.png,4,NA,207,8,quadruped
400,bibarel,400,1,31.5,144,normal,water,85,60,79,55,60,71,simple,unaware,moody,#A8A878,#6890F0,#98A295,water1,ground,400.png,4,399,207,6,upright
401,kricketot,401,0.3,2.2,39,bug,NA,25,41,37,25,41,25,shed-skin,NA,run-away,#A8B820,NA,NA,bug,NA,401.png,4,NA,208,12,humanoid
402,kricketune,402,1,25.5,134,bug,NA,85,51,77,55,51,65,swarm,NA,technician,#A8B820,NA,NA,bug,NA,402.png,4,401,208,13,bug-wings
403,shinx,403,0.5,9.5,53,electric,NA,65,34,45,40,34,45,rivalry,intimidate,guts,#F8D030,NA,NA,ground,NA,403.png,4,NA,209,8,quadruped
404,luxio,404,0.9,30.5,127,electric,NA,85,49,60,60,49,60,rivalry,intimidate,guts,#F8D030,NA,NA,ground,NA,404.png,4,403,209,8,quadruped
405,luxray,405,1.4,42,235,electric,NA,120,79,80,95,79,70,rivalry,intimidate,guts,#F8D030,NA,NA,ground,NA,405.png,4,404,209,8,quadruped
406,budew,406,0.2,1.2,56,grass,poison,30,35,40,50,70,55,natural-cure,poison-point,leaf-guard,#78C850,#A040A0,#81A763,no-eggs,NA,406.png,4,NA,158,12,humanoid
407,roserade,407,0.9,14.5,232,grass,poison,70,65,60,125,105,90,natural-cure,poison-point,technician,#78C850,#A040A0,#81A763,fairy,plant,407.png,4,315,158,12,humanoid
408,cranidos,408,0.9,31.5,70,rock,NA,125,40,67,30,30,58,mold-breaker,NA,sheer-force,#B8A038,NA,NA,monster,NA,408.png,4,NA,211,6,upright
409,rampardos,409,1.6,102.5,173,rock,NA,165,60,97,65,50,58,mold-breaker,NA,sheer-force,#B8A038,NA,NA,monster,NA,409.png,4,408,211,6,upright
410,shieldon,410,0.5,57,70,rock,steel,42,118,30,42,88,30,sturdy,NA,soundproof,#B8A038,#B8B8D0,#B8A55C,monster,NA,410.png,4,NA,212,8,quadruped
411,bastiodon,411,1.3,149.5,173,rock,steel,52,168,60,47,138,30,sturdy,NA,soundproof,#B8A038,#B8B8D0,#B8A55C,monster,NA,411.png,4,410,212,8,quadruped
412,burmy,412,0.2,3.4,45,bug,NA,29,45,40,29,45,36,shed-skin,NA,overcoat,#A8B820,NA,NA,bug,NA,412.png,4,NA,213,2,squiggle
413,wormadam-plant,413,0.5,6.5,148,bug,grass,59,85,60,79,105,36,anticipation,NA,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,413.png,4,412,213,2,squiggle
414,mothim,414,0.9,23.3,148,bug,flying,94,50,70,94,50,66,swarm,NA,tinted-lens,#A8B820,#A890F0,#A8AE52,bug,NA,414.png,4,412,213,13,bug-wings
415,combee,415,0.3,5.5,49,bug,flying,30,42,30,30,42,70,honey-gather,NA,hustle,#A8B820,#A890F0,#A8AE52,bug,NA,415.png,4,NA,214,11,heads
416,vespiquen,416,1.2,38.5,166,bug,flying,80,102,70,80,102,40,pressure,NA,unnerve,#A8B820,#A890F0,#A8AE52,bug,NA,416.png,4,415,214,9,wings
417,pachirisu,417,0.4,3.9,142,electric,NA,45,70,60,45,90,95,run-away,pickup,volt-absorb,#F8D030,NA,NA,ground,fairy,417.png,4,NA,215,8,quadruped
418,buizel,418,0.7,29.5,66,water,NA,65,35,55,60,30,85,swift-swim,NA,water-veil,#6890F0,NA,NA,water1,ground,418.png,4,NA,216,8,quadruped
419,floatzel,419,1.1,33.5,173,water,NA,105,55,85,85,50,115,swift-swim,NA,water-veil,#6890F0,NA,NA,water1,ground,419.png,4,418,216,8,quadruped
420,cherubi,420,0.4,3.3,55,grass,NA,35,45,45,62,53,35,chlorophyll,NA,NA,#78C850,NA,NA,fairy,plant,420.png,4,NA,217,11,heads
421,cherrim,421,0.5,9.3,158,grass,NA,60,70,70,87,78,85,flower-gift,NA,NA,#78C850,NA,NA,fairy,plant,421.png,4,420,217,7,legs
422,shellos,422,0.3,6.3,65,water,NA,48,48,76,57,62,34,sticky-hold,storm-drain,sand-force,#6890F0,NA,NA,water1,indeterminate,422.png,4,NA,218,14,armor
423,gastrodon,423,0.9,29.9,166,water,ground,83,68,111,92,82,39,sticky-hold,storm-drain,sand-force,#6890F0,#E0C068,#859BCF,water1,indeterminate,423.png,4,422,218,14,armor
424,ambipom,424,1.2,20.3,169,normal,NA,100,66,75,60,66,115,technician,pickup,skill-link,#A8A878,NA,NA,ground,NA,424.png,4,190,93,6,upright
425,drifloon,425,0.4,1.2,70,ghost,flying,50,34,90,60,44,70,aftermath,unburden,flare-boost,#705898,#A890F0,#7D65AD,indeterminate,NA,425.png,4,NA,219,4,arms
426,drifblim,426,1.2,15,174,ghost,flying,80,44,150,90,54,80,aftermath,unburden,flare-boost,#705898,#A890F0,#7D65AD,indeterminate,NA,426.png,4,425,219,4,arms
427,buneary,427,0.4,5.5,70,normal,NA,66,44,55,44,56,85,run-away,klutz,limber,#A8A878,NA,NA,ground,humanshape,427.png,4,NA,220,6,upright
428,lopunny,428,1.2,33.3,168,normal,NA,76,84,65,54,96,105,cute-charm,klutz,limber,#A8A878,NA,NA,ground,humanshape,428.png,4,427,220,6,upright
429,mismagius,429,0.9,4.4,173,ghost,NA,60,60,60,105,105,105,levitate,NA,NA,#705898,NA,NA,indeterminate,NA,429.png,4,200,98,1,ball
430,honchkrow,430,0.9,27.3,177,dark,flying,125,52,100,105,52,71,insomnia,super-luck,moxie,#705848,#A890F0,#7D6570,flying,NA,430.png,4,198,97,9,wings
431,glameow,431,0.5,3.9,62,normal,NA,55,42,49,42,37,85,limber,own-tempo,keen-eye,#A8A878,NA,NA,ground,NA,431.png,4,NA,221,8,quadruped
432,purugly,432,1,43.8,158,normal,NA,82,64,71,64,59,112,thick-fat,own-tempo,defiant,#A8A878,NA,NA,ground,NA,432.png,4,431,221,8,quadruped
433,chingling,433,0.2,0.6,57,psychic,NA,30,50,45,65,50,45,levitate,NA,NA,#F85888,NA,NA,no-eggs,NA,433.png,4,NA,184,12,humanoid
434,stunky,434,0.4,19.2,66,poison,dark,63,47,63,41,41,74,stench,aftermath,keen-eye,#A040A0,#705848,#94458A,ground,NA,434.png,4,NA,223,8,quadruped
435,skuntank,435,1,38,168,poison,dark,93,67,103,71,61,84,stench,aftermath,keen-eye,#A040A0,#705848,#94458A,ground,NA,435.png,4,434,223,8,quadruped
436,bronzor,436,0.5,60.5,60,steel,psychic,24,86,57,24,86,23,levitate,heatproof,heavy-metal,#B8B8D0,#F85888,#C7A0BE,mineral,NA,436.png,4,NA,224,1,ball
437,bronzong,437,1.3,187,175,steel,psychic,89,116,67,79,116,33,levitate,heatproof,heavy-metal,#B8B8D0,#F85888,#C7A0BE,mineral,NA,437.png,4,436,224,4,arms
438,bonsly,438,0.5,15,58,rock,NA,80,95,50,10,45,10,sturdy,rock-head,rattled,#B8A038,NA,NA,no-eggs,NA,438.png,4,NA,91,7,legs
439,mime-jr,439,0.6,13,62,psychic,fairy,25,45,20,70,90,60,soundproof,filter,technician,#F85888,#EE99AC,#F56790,no-eggs,NA,439.png,4,NA,57,12,humanoid
440,happiny,440,0.6,24.4,110,normal,NA,5,5,100,15,65,30,natural-cure,serene-grace,friend-guard,#A8A878,NA,NA,no-eggs,NA,440.png,4,NA,51,12,humanoid
441,chatot,441,0.5,1.9,144,normal,flying,65,45,76,92,42,91,keen-eye,tangled-feet,big-pecks,#A8A878,#A890F0,#A8A295,flying,NA,441.png,4,NA,228,9,wings
442,spiritomb,442,1,108,170,ghost,dark,92,108,50,92,108,35,pressure,NA,infiltrator,#705898,#705848,#705884,indeterminate,NA,442.png,4,NA,229,5,blob
443,gible,443,0.7,20.5,60,dragon,ground,70,45,58,40,45,42,sand-veil,NA,rough-skin,#7038F8,#E0C068,#8B58D5,monster,dragon,443.png,4,NA,230,6,upright
444,gabite,444,1.4,56,144,dragon,ground,90,65,68,50,55,82,sand-veil,NA,rough-skin,#7038F8,#E0C068,#8B58D5,monster,dragon,444.png,4,443,230,6,upright
445,garchomp,445,1.9,95,270,dragon,ground,130,95,108,80,85,102,sand-veil,NA,rough-skin,#7038F8,#E0C068,#8B58D5,monster,dragon,445.png,4,444,230,6,upright
446,munchlax,446,0.6,105,78,normal,NA,85,40,135,40,85,5,pickup,thick-fat,gluttony,#A8A878,NA,NA,no-eggs,NA,446.png,4,NA,72,12,humanoid
447,riolu,447,0.7,20.2,57,fighting,NA,70,40,40,35,40,60,steadfast,inner-focus,prankster,#C03028,NA,NA,no-eggs,NA,447.png,4,NA,232,6,upright
448,lucario,448,1.2,54,184,fighting,steel,110,70,70,115,70,90,steadfast,inner-focus,justified,#C03028,#B8B8D0,#BE5050,ground,humanshape,448.png,4,447,232,6,upright
449,hippopotas,449,0.8,49.5,66,ground,NA,72,78,68,38,42,32,sand-stream,NA,sand-force,#E0C068,NA,NA,ground,NA,449.png,4,NA,233,8,quadruped
450,hippowdon,450,2,300,184,ground,NA,112,118,108,68,72,47,sand-stream,NA,sand-force,#E0C068,NA,NA,ground,NA,450.png,4,449,233,8,quadruped
451,skorupi,451,0.8,12,66,poison,bug,50,90,40,30,55,65,battle-armor,sniper,keen-eye,#A040A0,#A8B820,#A15D80,bug,water3,451.png,4,NA,234,14,armor
452,drapion,452,1.3,61.5,175,poison,dark,90,110,70,60,75,95,battle-armor,sniper,keen-eye,#A040A0,#705848,#94458A,bug,water3,452.png,4,451,234,14,armor
453,croagunk,453,0.7,23,60,poison,fighting,61,40,48,61,40,50,anticipation,dry-skin,poison-touch,#A040A0,#C03028,#A73C82,humanshape,NA,453.png,4,NA,235,12,humanoid
454,toxicroak,454,1.3,44.4,172,poison,fighting,106,65,83,86,65,85,anticipation,dry-skin,poison-touch,#A040A0,#C03028,#A73C82,humanshape,NA,454.png,4,453,235,12,humanoid
455,carnivine,455,1.4,27,159,grass,NA,100,72,74,90,72,46,levitate,NA,NA,#78C850,NA,NA,plant,NA,455.png,4,NA,236,10,tentacles
456,finneon,456,0.4,7,66,water,NA,49,56,49,49,61,66,swift-swim,storm-drain,water-veil,#6890F0,NA,NA,water2,NA,456.png,4,NA,237,3,fish
457,lumineon,457,1.2,24,161,water,NA,69,76,69,69,86,91,swift-swim,storm-drain,water-veil,#6890F0,NA,NA,water2,NA,457.png,4,456,237,3,fish
458,mantyke,458,1,65,69,water,flying,20,50,45,60,120,50,swift-swim,water-absorb,water-veil,#6890F0,#A890F0,#7790F0,no-eggs,NA,458.png,4,NA,116,9,wings
459,snover,459,1,50.5,67,grass,ice,62,50,60,62,60,40,snow-warning,NA,soundproof,#78C850,#98D8D8,#7FCB70,monster,plant,459.png,4,NA,239,6,upright
460,abomasnow,460,2.2,135.5,173,grass,ice,92,75,90,92,85,60,snow-warning,NA,soundproof,#78C850,#98D8D8,#7FCB70,monster,plant,460.png,4,459,239,6,upright
461,weavile,461,1.1,34,179,dark,ice,120,65,70,45,85,125,pressure,NA,pickpocket,#705848,#98D8D8,#79776A,ground,NA,461.png,4,215,109,6,upright
462,magnezone,462,1.2,180,241,electric,steel,70,115,70,130,90,60,magnet-pull,sturdy,analytic,#F8D030,#B8B8D0,#E8CA56,mineral,NA,462.png,4,82,34,4,arms
463,lickilicky,463,1.7,140,180,normal,NA,85,95,110,80,95,50,own-tempo,oblivious,cloud-nine,#A8A878,NA,NA,monster,NA,463.png,4,108,48,12,humanoid
464,rhyperior,464,2.4,282.8,241,ground,rock,140,130,115,55,55,40,lightning-rod,solid-rock,reckless,#E0C068,#B8A038,#D6B85C,monster,ground,464.png,4,112,50,6,upright
465,tangrowth,465,2,128.6,187,grass,NA,100,125,100,110,50,50,chlorophyll,leaf-guard,regenerator,#78C850,NA,NA,plant,NA,465.png,4,114,52,12,humanoid
466,electivire,466,1.8,138.6,243,electric,NA,123,67,75,95,85,95,motor-drive,NA,vital-spirit,#F8D030,NA,NA,humanshape,NA,466.png,4,125,60,6,upright
467,magmortar,467,1.6,68,243,fire,NA,95,67,75,125,95,83,flame-body,NA,vital-spirit,#F08030,NA,NA,humanshape,NA,467.png,4,126,61,6,upright
468,togekiss,468,1.5,38,245,fairy,flying,50,95,85,120,115,80,hustle,serene-grace,super-luck,#EE99AC,#A890F0,#DD96BC,flying,fairy,468.png,4,176,87,9,wings
469,yanmega,469,1.9,51.5,180,bug,flying,76,86,86,116,56,95,speed-boost,tinted-lens,frisk,#A8B820,#A890F0,#A8AE52,bug,NA,469.png,4,193,95,13,bug-wings
470,leafeon,470,1,25.5,184,grass,NA,110,130,65,60,65,95,leaf-guard,NA,chlorophyll,#78C850,NA,NA,ground,NA,470.png,4,133,67,8,quadruped
